Linux 2.6.18-164.2.1.el5 (rmai3db.ads.sp1.yahoo.com) 	08/21/2011

09:13:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:15:52 PM    3   39.24    0.00   39.14    0.00    0.00    8.81    0.00   12.81      0.00
09:15:52 PM    4   40.14    0.00   41.04    0.00    0.00    9.21    0.00    9.61      2.20
09:15:52 PM    5   41.60    0.00   39.40    0.00    0.00    9.70    0.00    9.30      0.00
09:15:52 PM    6   39.88    0.00   40.18    0.00    0.00    9.22    0.00   10.72      0.00
09:15:52 PM    7   39.60    0.00   40.10    0.00    0.00    9.30    0.00   11.00      0.50
09:15:52 PM    8   39.50    0.00   39.00    0.00    0.00   11.50    0.00   10.00      0.00
09:15:52 PM    9   39.80    0.00   40.30    0.00    0.00    9.40    0.00   10.50      0.00
09:15:52 PM   10   40.40    0.00   39.50    0.00    0.00    9.50    0.00   10.60      0.00
09:15:52 PM   11   39.50    0.00   39.40    0.00    0.00    9.10    0.00   12.00      0.00
09:15:52 PM   12   40.70    0.00   41.20    0.00    0.00    8.90    0.00    9.20      1.00
09:15:52 PM   13   40.26    0.00   40.76    0.00    0.00    9.29    0.00    9.69     11.90
09:15:52 PM   14   40.60    0.00   39.60    0.00    0.00    8.90    0.00   10.90      0.70
09:15:52 PM   15   39.54    0.00   40.14    0.00    0.00    9.41    0.00   10.91      0.90

09:15:52 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:16:02 PM  all   39.97    0.00   39.20    0.00    0.00   10.50    0.00   10.33   1021.92
09:16:02 PM    0   43.94    0.00   26.23    0.00    0.00   18.62    0.00   11.21   1001.10
09:16:02 PM    1   39.76    0.00   39.56    0.00    0.00    9.69    0.00   10.99      0.00
09:16:02 PM    2   40.50    0.00   39.80    0.00    0.00    9.70    0.00   10.00      0.00
09:16:02 PM    3   40.30    0.00   40.40    0.00    0.00   10.10    0.00    9.20      0.00
09:16:02 PM    4   38.40    0.00   40.20    0.00    0.00    9.70    0.00   11.70      4.90
09:16:02 PM    5   39.10    0.00   40.40    0.00    0.00    9.80    0.00   10.70      0.00
09:16:02 PM    6   38.76    0.00   41.06    0.00    0.00    9.49    0.00   10.69      0.00
09:16:02 PM    7   37.80    0.00   41.50    0.00    0.00    9.80    0.00   10.90      0.50
09:16:02 PM    8   42.40    0.00   37.20    0.00    0.00   12.20    0.00    8.20      0.00
09:16:02 PM    9   39.56    0.00   39.96    0.00    0.00    9.59    0.00   10.89      0.00
09:16:02 PM   10   41.80    0.00   39.30    0.00    0.00    9.80    0.00    9.10      0.00
09:16:02 PM   11   40.60    0.00   40.30    0.00    0.00   10.30    0.00    8.80      0.00
09:16:02 PM   12   38.90    0.00   40.00    0.00    0.00    9.70    0.00   11.40      0.90
09:16:02 PM   13   39.40    0.00   40.10    0.00    0.00    9.80    0.00   10.70     11.41
09:16:02 PM   14   38.76    0.00   40.16    0.00    0.00    9.99    0.00   11.09      0.80
09:16:02 PM   15   39.30    0.00   40.90    0.00    0.00    9.80    0.00   10.00      2.30

09:16:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:16:12 PM  all   40.07    0.00   39.22    0.00    0.00    9.91    0.00   10.80   1014.89
09:16:12 PM    0   43.66    0.00   25.87    0.00    0.00   18.28    0.00   12.19    999.10
09:16:12 PM    1   40.88    0.00   41.08    0.00    0.00    9.52    0.00    8.52      0.00
09:16:12 PM    2   41.66    0.00   38.26    0.00    0.00    9.09    0.00   10.99      0.00
09:16:12 PM    3   40.54    0.00   39.84    0.00    0.00    9.21    0.00   10.41      0.00
09:16:12 PM    4   38.86    0.00   39.76    0.00    0.00    9.69    0.00   11.69      4.80
09:16:12 PM    5   38.50    0.00   40.90    0.00    0.00    9.30    0.00   11.30      0.00
09:16:12 PM    6   38.40    0.00   40.10    0.00    0.00    9.50    0.00   12.00      0.00
09:16:12 PM    7   38.44    0.00   41.14    0.00    0.00    8.71    0.00   11.71      0.60
09:16:12 PM    8   42.00    0.00   37.60    0.00    0.00   11.40    0.00    9.00      0.00
09:16:12 PM    9   41.94    0.00   40.74    0.00    0.00    9.21    0.00    8.11      0.00
09:16:12 PM   10   40.74    0.00   39.44    0.00    0.00    8.91    0.00   10.91      0.00
09:16:12 PM   11   40.20    0.00   40.60    0.00    0.00    9.30    0.00    9.90      0.00
09:16:12 PM   12   39.50    0.00   39.60    0.00    0.00    9.40    0.00   11.50      0.90
09:16:12 PM   13   39.20    0.00   40.90    0.00    0.00    8.60    0.00   11.30      7.59
09:16:12 PM   14   38.30    0.00   41.10    0.00    0.00    9.20    0.00   11.40      0.90
09:16:12 PM   15   38.44    0.00   40.44    0.00    0.00    9.31    0.00   11.81      1.00

09:16:12 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:16:22 PM  all   37.78    0.00   38.17    0.00    0.00    9.66    0.00   14.38   1012.50
09:16:22 PM    0   40.70    0.00   24.80    0.00    0.00   17.40    0.00   17.10   1000.10
09:16:22 PM    1   36.50    0.00   38.30    0.00    0.00    9.10    0.00   16.10      0.00
09:16:22 PM    2   37.54    0.00   39.14    0.00    0.00    8.81    0.00   14.51      0.00
09:16:22 PM    3   36.96    0.00   39.06    0.00    0.00    8.69    0.00   15.28      0.00
09:16:22 PM    4   37.74    0.00   39.34    0.00    0.00    8.91    0.00   14.01      2.10
09:16:22 PM    5   36.74    0.00   38.64    0.00    0.00    9.31    0.00   15.32      0.00
09:16:22 PM    6   36.70    0.00   40.00    0.00    0.00    9.40    0.00   13.90      0.00
09:16:22 PM    7   38.10    0.00   38.20    0.00    0.00    9.10    0.00   14.60      0.60
09:16:22 PM    8   38.50    0.00   37.20    0.00    0.00   11.70    0.00   12.60      0.00
09:16:22 PM    9   38.36    0.00   39.16    0.00    0.00    9.19    0.00   13.29      0.00
09:16:22 PM   10   36.70    0.00   41.00    0.00    0.00    8.90    0.00   13.40      0.00
09:16:22 PM   11   38.04    0.00   38.24    0.00    0.00    8.81    0.00   14.91      0.00
09:16:22 PM   12   37.60    0.00   40.10    0.00    0.00    8.40    0.00   13.90      0.80
09:16:22 PM   13   38.54    0.00   39.54    0.00    0.00    8.41    0.00   13.51      6.70
09:16:22 PM   14   37.34    0.00   39.24    0.00    0.00    9.31    0.00   14.11      0.60
09:16:22 PM   15   38.50    0.00   38.80    0.00    0.00    9.10    0.00   13.60      1.60

09:16:22 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:16:32 PM  all   37.26    0.00   38.15    0.00    0.01    9.40    0.00   15.19   1014.70
09:16:32 PM    0   38.40    0.00   24.80    0.00    0.00   18.10    0.00   18.70   1000.10
09:16:32 PM    1   36.60    0.00   38.80    0.00    0.00    8.70    0.00   15.90      0.00
09:16:32 PM    2   35.46    0.00   38.86    0.00    0.00    8.59    0.00   17.08      0.00
09:16:32 PM    3   35.50    0.00   38.60    0.00    0.00    8.40    0.00   17.50      0.00
09:16:32 PM    4   37.16    0.00   40.16    0.00    0.00    8.69    0.00   13.99      2.70
09:16:32 PM    5   38.26    0.00   39.66    0.00    0.00    8.59    0.00   13.49      0.00
09:16:32 PM    6   37.64    0.00   39.44    0.00    0.00    9.01    0.00   13.91      0.00
09:16:32 PM    7   38.06    0.00   39.16    0.00    0.00    8.69    0.00   14.09      0.50
09:16:32 PM    8   37.30    0.00   36.40    0.00    0.00   11.00    0.00   15.30      0.00
09:16:32 PM    9   37.58    0.00   38.58    0.00    0.00    8.22    0.00   15.63      0.00
09:16:32 PM   10   36.50    0.00   38.20    0.00    0.00    8.90    0.00   16.40      0.00
09:16:32 PM   11   36.16    0.00   38.46    0.00    0.00    8.49    0.00   16.88      0.00
09:16:32 PM   12   37.10    0.00   40.90    0.00    0.00    8.70    0.00   13.30      0.80
09:16:32 PM   13   38.60    0.00   39.50    0.00    0.00    8.70    0.00   13.20      8.50
09:16:32 PM   14   38.20    0.00   39.40    0.00    0.00    8.70    0.00   13.70      0.60
09:16:32 PM   15   37.66    0.00   39.36    0.00    0.00    9.09    0.00   13.89      1.50

09:16:32 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:16:42 PM  all   37.23    0.00   38.18    0.00    0.00    9.54    0.00   15.04   1014.89
09:16:42 PM    0   40.46    0.00   25.77    0.00    0.00   18.38    0.00   15.38    999.10
09:16:42 PM    1   37.16    0.00   39.56    0.00    0.00    8.99    0.00   14.29      0.00
09:16:42 PM    2   37.37    0.00   40.38    0.00    0.00    8.62    0.00   13.63      0.00
09:16:42 PM    3   37.14    0.00   39.84    0.00    0.00    9.51    0.00   13.51      0.00
09:16:42 PM    4   36.00    0.00   38.50    0.00    0.00    8.50    0.00   17.00      3.70
09:16:42 PM    5   35.50    0.00   38.50    0.00    0.00    8.80    0.00   17.20      0.00
09:16:42 PM    6   36.86    0.00   37.46    0.00    0.00    8.49    0.00   17.18      0.00
09:16:42 PM    7   37.06    0.00   38.56    0.00    0.00    8.49    0.00   15.88      0.50
09:16:42 PM    8   38.80    0.00   38.00    0.00    0.00   11.10    0.00   12.10      0.00
09:16:42 PM    9   37.60    0.00   40.50    0.00    0.00    8.70    0.00   13.20      0.00
09:16:42 PM   10   36.50    0.00   40.60    0.00    0.00    8.90    0.00   14.00      0.00
09:16:42 PM   11   37.20    0.00   40.50    0.00    0.00    9.20    0.00   13.10      0.00
09:16:42 PM   12   37.04    0.00   38.14    0.00    0.00    9.11    0.00   15.72      0.80
09:16:42 PM   13   36.00    0.00   38.70    0.00    0.00    9.00    0.00   16.30      8.99
09:16:42 PM   14   37.10    0.00   37.70    0.00    0.00    8.40    0.00   16.80      0.60
09:16:42 PM   15   37.94    0.00   38.44    0.00    0.00    8.21    0.00   15.42      1.20

09:16:42 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:16:52 PM  all   37.51    0.00   37.94    0.00    0.00    9.22    0.00   15.33   1026.75
09:16:52 PM    0   42.08    0.00   24.55    0.00    0.00   17.43    0.00   15.93   1002.10
09:16:52 PM    1   37.66    0.00   40.16    0.00    0.00    8.49    0.00   13.69      0.00
09:16:52 PM    2   37.26    0.00   39.06    0.00    0.00    8.59    0.00   15.08      0.00
09:16:52 PM    3   38.40    0.00   39.30    0.00    0.00    8.70    0.00   13.60      0.00
09:16:52 PM    4   35.64    0.00   39.04    0.00    0.00    8.31    0.00   17.02      3.11
09:16:52 PM    5   36.00    0.00   39.30    0.00    0.00    8.20    0.00   16.50      0.00
09:16:52 PM    6   35.44    0.00   38.54    0.00    0.00    8.81    0.00   17.22      0.00
09:16:52 PM    7   36.14    0.00   38.14    0.00    0.00    8.41    0.00   17.32      0.70
09:16:52 PM    8   39.40    0.00   37.50    0.00    0.00   11.30    0.00   11.80      0.00
09:16:52 PM    9   36.66    0.00   40.06    0.00    0.00    8.59    0.00   14.69      0.00
09:16:52 PM   10   41.30    0.00   38.50    0.00    0.00    7.90    0.00   12.30      0.00
09:16:52 PM   11   39.04    0.00   38.84    0.00    0.00    8.91    0.00   13.21      0.00
09:16:52 PM   12   35.40    0.00   39.20    0.00    0.00    8.30    0.00   17.10      2.10
09:16:52 PM   13   36.30    0.00   38.80    0.00    0.00    8.50    0.00   16.40     14.03
09:16:52 PM   14   36.30    0.00   38.20    0.00    0.00    8.60    0.00   16.90      3.01
09:16:52 PM   15   37.06    0.00   37.86    0.00    0.00    8.49    0.00   16.58      1.70

09:16:52 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:17:02 PM  all   37.33    0.00   38.01    0.00    0.00    9.69    0.00   14.96   1015.38
09:17:02 PM    0   39.46    0.00   25.97    0.00    0.00   17.78    0.00   16.78    999.10
09:17:02 PM    1   36.94    0.00   38.74    0.00    0.00    9.31    0.00   15.02      0.00
09:17:02 PM    2   37.30    0.00   38.60    0.00    0.00    9.30    0.00   14.80      0.00
09:17:02 PM    3   37.26    0.00   38.36    0.00    0.00    9.19    0.00   15.18      0.00
09:17:02 PM    4   36.20    0.00   38.70    0.00    0.00    9.30    0.00   15.80      4.80
09:17:02 PM    5   36.60    0.00   39.50    0.00    0.00    8.70    0.00   15.20      0.00
09:17:02 PM    6   37.20    0.00   38.60    0.00    0.00    8.70    0.00   15.50      0.00
09:17:02 PM    7   37.34    0.00   38.34    0.00    0.00    8.51    0.00   15.82      0.90
09:17:02 PM    8   38.34    0.00   37.44    0.00    0.00   11.31    0.00   12.91      0.00
09:17:02 PM    9   36.94    0.00   39.44    0.00    0.00    8.71    0.00   14.91      0.00
09:17:02 PM   10   36.56    0.00   39.16    0.00    0.00    9.29    0.00   14.99      0.00
09:17:02 PM   11   36.80    0.00   38.60    0.00    0.00    8.70    0.00   15.90      0.00
09:17:02 PM   12   37.50    0.00   39.60    0.00    0.00    9.00    0.00   13.90      1.00
09:17:02 PM   13   37.54    0.00   38.84    0.00    0.00    8.71    0.00   14.91      7.19
09:17:02 PM   14   38.44    0.00   39.54    0.00    0.00    9.11    0.00   12.91      1.00
09:17:02 PM   15   37.10    0.00   38.80    0.00    0.00    9.30    0.00   14.80      1.40

09:17:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:17:12 PM  all   37.45    0.00   38.01    0.00    0.00    9.44    0.00   15.10   1014.10
09:17:12 PM    0   41.00    0.00   25.00    0.00    0.00   17.70    0.00   16.30   1000.10
09:17:12 PM    1   37.90    0.00   39.80    0.00    0.00    8.50    0.00   13.80      0.00
09:17:12 PM    2   36.04    0.00   40.14    0.00    0.00    9.41    0.00   14.41      0.00
09:17:12 PM    3   35.94    0.00   39.24    0.00    0.00    8.71    0.00   16.12      0.00
09:17:12 PM    4   36.60    0.00   38.00    0.00    0.00    8.60    0.00   16.80      3.50
09:17:12 PM    5   36.64    0.00   38.54    0.00    0.00    8.81    0.00   16.02      0.00
09:17:12 PM    6   37.30    0.00   38.10    0.00    0.00    9.00    0.00   15.60      0.00
09:17:12 PM    7   37.10    0.00   39.10    0.00    0.00    8.60    0.00   15.20      0.50
09:17:12 PM    8   38.30    0.00   37.50    0.00    0.00   10.90    0.00   13.30      0.00
09:17:12 PM    9   38.50    0.00   38.90    0.00    0.00    8.40    0.00   14.20      0.00
09:17:12 PM   10   38.14    0.00   39.14    0.00    0.00    8.91    0.00   13.81      0.00
09:17:12 PM   11   37.00    0.00   39.30    0.00    0.00    9.00    0.00   14.70      0.00
09:17:12 PM   12   37.36    0.00   38.06    0.00    0.00    8.59    0.00   15.98      0.80
09:17:12 PM   13   36.66    0.00   39.46    0.00    0.00    8.59    0.00   15.28      7.00
09:17:12 PM   14   37.16    0.00   38.66    0.00    0.00    9.19    0.00   14.99      0.60
09:17:12 PM   15   37.74    0.00   39.14    0.00    0.00    8.21    0.00   14.91      1.60

09:17:12 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:17:22 PM  all   37.33    0.00   38.07    0.00    0.00    9.41    0.00   15.19   1015.32
09:17:22 PM    0   39.74    0.00   24.82    0.00    0.00   17.72    0.00   17.72   1001.10
09:17:22 PM    1   36.14    0.00   39.04    0.00    0.00    8.81    0.00   16.02      0.00
09:17:22 PM    2   37.52    0.00   38.22    0.00    0.00    9.28    0.00   14.97      0.00
09:17:22 PM    3   35.70    0.00   39.20    0.00    0.00    8.00    0.00   17.10      0.00
09:17:22 PM    4   37.30    0.00   39.40    0.00    0.00    8.20    0.00   15.10      3.70
09:17:22 PM    5   37.70    0.00   39.80    0.00    0.00    8.70    0.00   13.80      0.00
09:17:22 PM    6   37.16    0.00   39.06    0.00    0.00    8.29    0.00   15.48      0.00
09:17:22 PM    7   38.36    0.00   39.16    0.00    0.00    8.39    0.00   14.09      0.70
09:17:22 PM    8   38.46    0.00   36.26    0.00    0.00   11.29    0.00   13.99      0.00
09:17:22 PM    9   37.16    0.00   38.86    0.00    0.00    8.69    0.00   15.28      0.00
09:17:22 PM   10   38.40    0.00   38.80    0.00    0.00    9.10    0.00   13.70      0.00
09:17:22 PM   11   35.73    0.00   39.42    0.00    0.00    8.58    0.00   16.27      0.00
09:17:22 PM   12   36.74    0.00   39.14    0.00    0.00    8.71    0.00   15.42      0.80
09:17:22 PM   13   36.34    0.00   39.54    0.00    0.00    9.21    0.00   14.91      7.11
09:17:22 PM   14   38.50    0.00   38.40    0.00    0.00    8.80    0.00   14.30      0.60
09:17:22 PM   15   36.16    0.00   39.96    0.00    0.00    8.89    0.00   14.99      1.30

09:17:22 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:17:32 PM  all   37.50    0.00   38.01    0.00    0.00    9.22    0.00   15.27   1016.50
09:17:32 PM    0   41.00    0.00   24.70    0.00    0.00   17.30    0.00   17.00   1000.10
09:17:32 PM    1   38.12    0.00   38.82    0.00    0.00    8.18    0.00   14.87      0.00
09:17:32 PM    2   37.14    0.00   38.74    0.00    0.00    8.61    0.00   15.52      0.00
09:17:32 PM    3   37.06    0.00   38.86    0.00    0.00    8.39    0.00   15.68      0.00
09:17:32 PM    4   36.80    0.00   39.10    0.00    0.00    8.80    0.00   15.30      3.20
09:17:32 PM    5   36.40    0.00   38.60    0.00    0.00    8.30    0.00   16.70      0.00
09:17:32 PM    6   36.34    0.00   38.34    0.00    0.00    9.01    0.00   16.32      0.00
09:17:32 PM    7   36.94    0.00   38.84    0.00    0.00    8.51    0.00   15.72      0.60
09:17:32 PM    8   37.64    0.00   36.64    0.00    0.00   11.51    0.00   14.21      0.00
09:17:32 PM    9   38.00    0.00   40.10    0.00    0.00    7.90    0.00   14.00      0.00
09:17:32 PM   10   37.70    0.00   39.30    0.00    0.00    8.60    0.00   14.40      0.00
09:17:32 PM   11   37.27    0.00   38.88    0.00    0.00    8.72    0.00   15.13      0.00
09:17:32 PM   12   36.56    0.00   39.86    0.00    0.00    8.69    0.00   14.89      1.00
09:17:32 PM   13   37.86    0.00   38.36    0.00    0.00    8.69    0.00   15.08      9.20
09:17:32 PM   14   36.94    0.00   39.64    0.00    0.00    8.31    0.00   15.12      0.80
09:17:32 PM   15   38.04    0.00   39.54    0.00    0.00    7.91    0.00   14.51      1.60

09:17:32 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:17:42 PM  all   37.09    0.00   37.83    0.00    0.00    9.29    0.00   15.78   1035.80
09:17:42 PM    0   39.70    0.00   25.00    0.00    0.00   17.20    0.00   18.10   1000.10
09:17:42 PM    1   36.37    0.00   37.98    0.00    0.00    8.62    0.00   17.03      0.00
09:17:42 PM    2   35.70    0.00   40.10    0.00    0.00    8.50    0.00   15.70      0.00
09:17:42 PM    3   36.14    0.00   38.24    0.00    0.00    8.41    0.00   17.22      0.00
09:17:42 PM    4   37.10    0.00   38.50    0.00    0.00    9.00    0.00   15.40      3.60
09:17:42 PM    5   37.60    0.00   38.80    0.00    0.00    8.90    0.00   14.70      0.00
09:17:42 PM    6   37.10    0.00   39.20    0.00    0.00    8.70    0.00   15.00      0.00
09:17:42 PM    7   38.30    0.00   38.30    0.00    0.00    8.20    0.00   15.20     11.00
09:17:42 PM    8   37.90    0.00   35.60    0.00    0.00   10.90    0.00   15.60      0.00
09:17:42 PM    9   36.84    0.00   38.24    0.00    0.00    8.71    0.00   16.22      0.00
09:17:42 PM   10   36.34    0.00   39.24    0.00    0.00    8.31    0.00   16.12      0.00
09:17:42 PM   11   35.30    0.00   39.30    0.00    0.00    8.70    0.00   16.70      0.00
09:17:42 PM   12   37.50    0.00   39.80    0.00    0.00    8.30    0.00   14.40      0.90
09:17:42 PM   13   37.84    0.00   38.54    0.00    0.00    8.51    0.00   15.12      8.20
09:17:42 PM   14   37.20    0.00   39.30    0.00    0.00    8.90    0.00   14.60     11.00
09:17:42 PM   15   36.80    0.00   39.10    0.00    0.00    8.80    0.00   15.30      1.00

09:17:42 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:17:52 PM  all   35.44    0.00   36.20    0.00    0.00    9.02    0.00   19.34   1015.50
09:17:52 PM    0   39.00    0.00   23.50    0.00    0.00   17.40    0.00   20.10   1000.10
09:17:52 PM    1   34.30    0.00   36.80    0.00    0.00    8.20    0.00   20.70      0.00
09:17:52 PM    2   35.24    0.00   37.54    0.00    0.00    7.81    0.00   19.42      0.00
09:17:52 PM    3   34.23    0.00   37.04    0.00    0.00    8.61    0.00   20.12      0.00
09:17:52 PM    4   35.70    0.00   36.90    0.00    0.00    7.70    0.00   19.70      3.00
09:17:52 PM    5   34.93    0.00   37.44    0.00    0.00    8.61    0.00   19.02      0.00
09:17:52 PM    6   35.30    0.00   36.70    0.00    0.00    8.50    0.00   19.50      0.00
09:17:52 PM    7   33.43    0.00   37.23    0.00    0.00    8.18    0.00   21.16      0.50
09:17:52 PM    8   36.40    0.00   34.60    0.00    0.00   11.20    0.00   17.80      0.00
09:17:52 PM    9   35.23    0.00   37.13    0.00    0.00    8.18    0.00   19.46      0.00
09:17:52 PM   10   36.06    0.00   36.06    0.00    0.00    8.89    0.00   18.98      0.00
09:17:52 PM   11   36.16    0.00   37.36    0.00    0.00    8.19    0.00   18.28      0.00
09:17:52 PM   12   34.73    0.00   37.34    0.00    0.00    8.31    0.00   19.62      1.10
09:17:52 PM   13   36.10    0.00   38.30    0.00    0.00    8.00    0.00   17.60     10.20
09:17:52 PM   14   35.56    0.00   37.36    0.00    0.00    8.59    0.00   18.48      0.60
09:17:52 PM   15   34.50    0.00   38.00    0.00    0.00    7.90    0.00   19.60      0.00

09:17:52 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:18:02 PM  all   35.55    0.00   36.26    0.00    0.00    8.95    0.00   19.24   1024.80
09:18:02 PM    0   37.80    0.00   23.90    0.00    0.00   16.60    0.00   21.70   1000.10
09:18:02 PM    1   35.40    0.00   35.30    0.00    0.00    8.10    0.00   21.20      0.00
09:18:02 PM    2   35.30    0.00   37.10    0.00    0.00    7.90    0.00   19.70      0.00
09:18:02 PM    3   34.33    0.00   37.03    0.00    0.00    8.88    0.00   19.76      0.00
09:18:02 PM    4   35.10    0.00   37.30    0.00    0.00    8.20    0.00   19.40      5.90
09:18:02 PM    5   35.03    0.00   37.72    0.00    0.00    8.08    0.00   19.16      0.00
09:18:02 PM    6   36.10    0.00   37.10    0.00    0.00    8.00    0.00   18.80      0.00
09:18:02 PM    7   35.37    0.00   37.17    0.00    0.00    8.22    0.00   19.24      0.80
09:18:02 PM    8   35.36    0.00   34.77    0.00    0.00   11.19    0.00   18.68      0.00
09:18:02 PM    9   35.24    0.00   37.14    0.00    0.00    8.51    0.00   19.12      0.00
09:18:02 PM   10   36.30    0.00   36.80    0.00    0.00    8.30    0.00   18.60      0.00
09:18:02 PM   11   35.34    0.00   37.94    0.00    0.00    8.31    0.00   18.42      0.00
09:18:02 PM   12   36.10    0.00   37.20    0.00    0.00    8.20    0.00   18.50      1.20
09:18:02 PM   13   36.06    0.00   37.06    0.00    0.00    8.29    0.00   18.58     15.90
09:18:02 PM   14   35.34    0.00   38.54    0.00    0.00    8.31    0.00   17.82      0.90
09:18:02 PM   15   34.80    0.00   38.00    0.00    0.00    8.20    0.00   19.00      0.00

09:18:02 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:18:12 PM  all   31.34    0.00   33.64    0.00    0.00    8.19    0.00   26.82   1014.69
09:18:12 PM    0   35.06    0.00   21.78    0.00    0.00   15.88    0.00   27.27    999.10
09:18:12 PM    1   30.40    0.00   34.10    0.00    0.00    7.50    0.00   28.00      0.00
09:18:12 PM    2   30.50    0.00   35.00    0.00    0.00    7.40    0.00   27.10      0.00
09:18:12 PM    3   29.53    0.00   35.04    0.00    0.00    7.61    0.00   27.83      0.00
09:18:12 PM    4   30.50    0.00   33.80    0.00    0.00    7.80    0.00   27.90      5.09
09:18:12 PM    5   30.23    0.00   34.73    0.00    0.00    7.81    0.00   27.23      0.00
09:18:12 PM    6   31.07    0.00   33.67    0.00    0.00    7.89    0.00   27.37      0.00
09:18:12 PM    7   30.77    0.00   33.67    0.00    0.00    7.79    0.00   27.77      0.50
09:18:12 PM    8   32.50    0.00   32.40    0.00    0.00   10.10    0.00   25.00      0.00
09:18:12 PM    9   31.13    0.00   35.94    0.00    0.00    7.01    0.00   25.93      0.00
09:18:12 PM   10   31.40    0.00   34.90    0.00    0.00    7.30    0.00   26.40      0.00
09:18:12 PM   11   31.60    0.00   34.60    0.00    0.00    7.70    0.00   26.10      0.00
09:18:12 PM   12   31.00    0.00   34.30    0.00    0.00    7.40    0.00   27.30      2.00
09:18:12 PM   13   31.60    0.00   34.90    0.00    0.10    7.60    0.00   25.80      7.29
09:18:12 PM   14   32.27    0.00   35.26    0.00    0.00    7.09    0.00   25.37      0.70
09:18:12 PM   15   31.60    0.00   34.40    0.00    0.00    7.20    0.00   26.80      0.00

09:18:12 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:18:22 PM  all   30.59    0.00   32.69    0.00    0.00    7.87    0.00   28.85   1015.72
09:18:22 PM    0   34.03    0.00   20.72    0.00    0.00   15.62    0.00   29.63   1001.10
09:18:22 PM    1   29.87    0.00   32.97    0.00    0.00    6.79    0.00   30.37      0.00
09:18:22 PM    2   29.60    0.00   33.40    0.00    0.00    7.10    0.00   29.90      0.00
09:18:22 PM    3   29.67    0.00   33.87    0.00    0.00    7.19    0.00   29.27      0.00
09:18:22 PM    4   30.00    0.00   32.60    0.00    0.00    7.20    0.00   30.20      1.90
09:18:22 PM    5   29.87    0.00   33.17    0.00    0.00    7.19    0.00   29.77      0.00
09:18:22 PM    6   30.43    0.00   33.53    0.00    0.00    7.01    0.00   29.03      0.00
09:18:22 PM    7   29.93    0.00   33.83    0.00    0.00    7.31    0.00   28.93      0.60
09:18:22 PM    8   31.33    0.00   33.03    0.00    0.00    9.91    0.00   25.73      0.00
09:18:22 PM    9   30.90    0.00   33.50    0.00    0.00    7.00    0.00   28.60      0.00
09:18:22 PM   10   30.63    0.00   33.13    0.00    0.00    7.21    0.00   29.03      0.00
09:18:22 PM   11   31.40    0.00   33.50    0.00    0.00    7.40    0.00   27.70      0.00
09:18:22 PM   12   30.90    0.00   33.70    0.00    0.00    7.40    0.00   28.00      1.20
09:18:22 PM   13   30.00    0.00   34.70    0.00    0.00    7.10    0.00   28.20      9.51
09:18:22 PM   14   30.00    0.00   34.00    0.00    0.00    7.10    0.00   28.90      0.60
09:18:22 PM   15   30.70    0.00   33.30    0.00    0.00    7.60    0.00   28.40      0.80

09:18:22 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:18:32 PM  all   28.04    0.00   30.68    0.00    0.00    7.71    0.00   33.57   1019.90
09:18:32 PM    0   30.40    0.00   20.30    0.00    0.00   14.10    0.00   35.20   1000.10
09:18:32 PM    1   27.53    0.00   31.13    0.00    0.00    6.81    0.00   34.53      0.00
09:18:32 PM    2   27.00    0.00   30.70    0.00    0.00    7.30    0.00   35.00      0.00
09:18:32 PM    3   27.13    0.00   30.83    0.00    0.00    7.21    0.00   34.83      0.00
09:18:32 PM    4   27.23    0.00   31.43    0.00    0.00    7.41    0.00   33.93      4.50
09:18:32 PM    5   27.73    0.00   31.13    0.00    0.00    7.51    0.00   33.63      0.00
09:18:32 PM    6   27.50    0.00   31.90    0.00    0.00    7.40    0.00   33.20      0.00
09:18:32 PM    7   27.70    0.00   31.60    0.00    0.00    7.00    0.00   33.70      0.50
09:18:32 PM    8   28.30    0.00   29.70    0.00    0.00    8.80    0.00   33.20      0.00
