Linux 2.6.18-164.2.1.el5 (rmai3db.ads.sp1.yahoo.com) 	08/21/2011

09:21:37 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:24:27 PM    3   50.50    0.00   31.34    0.00    0.00    4.29    0.00   13.87      0.00
09:24:27 PM    4   52.05    0.00   29.93    0.00    0.00    4.10    0.00   13.91      5.20
09:24:27 PM    5   51.10    0.00   31.46    0.00    0.00    3.51    0.00   13.93      0.00
09:24:27 PM    6   50.60    0.00   31.30    0.00    0.00    4.00    0.00   14.10      0.50
09:24:27 PM    7   51.45    0.00   30.63    0.00    0.00    3.80    0.00   14.11      0.00
09:24:27 PM    8   52.15    0.00   29.77    0.00    0.00    4.70    0.00   13.39      0.00
09:24:27 PM    9   50.85    0.00   31.33    0.00    0.00    4.00    0.00   13.81      0.00
09:24:27 PM   10   51.10    0.00   31.00    0.00    0.00    3.60    0.00   14.30      0.00
09:24:27 PM   11   51.60    0.00   31.00    0.00    0.00    3.90    0.00   13.50      0.00
09:24:27 PM   12   50.45    0.00   31.13    0.00    0.00    4.40    0.00   14.01      0.00
09:24:27 PM   13   51.90    0.00   30.70    0.00    0.00    3.70    0.00   13.70      7.40
09:24:27 PM   14   50.80    0.00   31.20    0.00    0.00    4.10    0.00   13.90      0.50
09:24:27 PM   15   50.55    0.00   31.47    0.00    0.00    4.00    0.00   13.99      0.80

09:24:27 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:24:37 PM  all   51.58    0.00   30.47    0.00    0.00    4.09    0.00   13.86   1016.10
09:24:37 PM    0   59.90    0.00   19.90    0.00    0.00    6.50    0.00   13.70   1000.10
09:24:37 PM    1   50.60    0.00   31.60    0.00    0.00    3.70    0.00   14.10      0.00
09:24:37 PM    2   50.90    0.00   31.60    0.00    0.00    3.90    0.00   13.60      0.00
09:24:37 PM    3   51.80    0.00   30.16    0.00    0.00    3.91    0.00   14.13      0.00
09:24:37 PM    4   50.50    0.00   31.40    0.00    0.00    3.90    0.00   14.20      5.10
09:24:37 PM    5   50.45    0.00   31.57    0.00    0.00    3.90    0.00   14.09      0.00
09:24:37 PM    6   51.35    0.00   30.83    0.00    0.00    3.80    0.00   14.01      0.40
09:24:37 PM    7   51.70    0.00   30.90    0.00    0.00    3.80    0.00   13.60      0.00
09:24:37 PM    8   50.65    0.00   30.63    0.00    0.00    4.70    0.00   14.01      0.00
09:24:37 PM    9   51.10    0.00   31.10    0.00    0.00    3.90    0.00   13.90      0.00
09:24:37 PM   10   50.75    0.00   31.53    0.00    0.00    4.10    0.00   13.61      0.00
09:24:37 PM   11   51.40    0.00   31.30    0.00    0.00    3.80    0.00   13.50      0.00
09:24:37 PM   12   50.30    0.00   32.00    0.00    0.00    3.80    0.00   13.90      0.00
09:24:37 PM   13   51.80    0.00   30.20    0.00    0.00    4.00    0.00   14.00      9.30
09:24:37 PM   14   51.10    0.00   31.40    0.00    0.00    3.50    0.00   14.00      0.60
09:24:37 PM   15   51.40    0.00   31.10    0.00    0.00    3.90    0.00   13.60      0.60

09:24:37 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:24:47 PM  all   51.59    0.00   30.46    0.00    0.00    4.01    0.00   13.94   1014.10
09:24:47 PM    0   59.50    0.00   20.10    0.00    0.00    5.90    0.00   14.50   1000.10
09:24:47 PM    1   50.20    0.00   31.60    0.00    0.00    3.80    0.00   14.40      0.00
09:24:47 PM    2   50.35    0.00   31.93    0.00    0.00    3.60    0.00   14.11      0.00
09:24:47 PM    3   50.60    0.00   31.10    0.00    0.00    4.20    0.00   14.10      0.00
09:24:47 PM    4   51.45    0.00   30.47    0.00    0.00    4.00    0.00   14.09      3.90
09:24:47 PM    5   51.45    0.00   31.33    0.00    0.00    3.80    0.00   13.41      0.00
09:24:47 PM    6   51.60    0.00   30.60    0.00    0.00    3.70    0.00   14.10      0.40
09:24:47 PM    7   51.20    0.00   31.20    0.00    0.00    3.80    0.00   13.80      0.00
09:24:47 PM    8   50.90    0.00   30.14    0.00    0.00    4.69    0.00   14.27      0.00
09:24:47 PM    9   52.15    0.00   30.53    0.00    0.00    3.70    0.00   13.61      0.00
09:24:47 PM   10   50.65    0.00   31.07    0.00    0.00    3.90    0.00   14.39      0.00
09:24:47 PM   11   51.40    0.00   31.00    0.00    0.00    3.80    0.00   13.80      0.00
09:24:47 PM   12   51.45    0.00   31.37    0.00    0.00    3.70    0.00   13.49      0.00
09:24:47 PM   13   50.20    0.00   32.10    0.00    0.00    3.90    0.00   13.80      8.50
09:24:47 PM   14   51.05    0.00   31.73    0.00    0.00    4.00    0.00   13.21      0.60
09:24:47 PM   15   51.15    0.00   31.33    0.00    0.00    3.70    0.00   13.81      0.60

09:24:47 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:24:57 PM  all   51.77    0.00   30.18    0.00    0.00    4.04    0.00   14.01   1019.30
09:24:57 PM    0   60.40    0.00   19.40    0.00    0.00    6.30    0.00   13.90   1000.10
09:24:57 PM    1   51.10    0.00   31.10    0.00    0.00    4.00    0.00   13.80      0.00
09:24:57 PM    2   50.90    0.00   31.20    0.00    0.00    3.80    0.00   14.10      0.00
09:24:57 PM    3   50.55    0.00   31.67    0.00    0.00    3.50    0.00   14.29      0.00
09:24:57 PM    4   51.60    0.00   30.80    0.00    0.00    3.90    0.00   13.70      3.50
09:24:57 PM    5   51.00    0.00   31.30    0.00    0.00    3.90    0.00   13.80      0.00
09:24:57 PM    6   50.95    0.00   30.97    0.00    0.00    4.00    0.00   14.09      0.50
09:24:57 PM    7   51.45    0.00   30.57    0.00    0.00    4.00    0.00   13.99      0.00
09:24:57 PM    8   51.65    0.00   30.53    0.00    0.00    3.90    0.00   13.91      0.00
09:24:57 PM    9   51.25    0.00   31.27    0.00    0.00    4.00    0.00   13.49      0.00
09:24:57 PM   10   50.05    0.00   31.53    0.00    0.00    3.70    0.00   14.71      0.00
09:24:57 PM   11   50.85    0.00   30.83    0.00    0.00    3.70    0.00   14.61      0.00
09:24:57 PM   12   51.90    0.00   30.10    0.00    0.00    3.90    0.00   14.10      0.00
09:24:57 PM   13   51.75    0.00   30.43    0.00    0.00    4.00    0.00   13.81     14.00
09:24:57 PM   14   51.35    0.00   30.77    0.00    0.00    4.00    0.00   13.89      0.50
09:24:57 PM   15   51.60    0.00   30.40    0.00    0.00    4.00    0.00   14.00      0.70

09:24:57 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:25:07 PM  all   52.11    0.00   30.59    0.00    0.00    4.03    0.00   13.28   1018.30
09:25:07 PM    0   60.70    0.00   20.60    0.00    0.00    6.00    0.00   12.70   1000.10
09:25:07 PM    1   51.05    0.00   31.53    0.00    0.00    3.80    0.00   13.61      0.00
09:25:07 PM    2   51.55    0.00   31.17    0.00    0.00    3.60    0.00   13.69      0.00
09:25:07 PM    3   51.40    0.00   31.30    0.00    0.00    3.80    0.00   13.50      0.00
09:25:07 PM    4   51.45    0.00   31.63    0.00    0.00    3.40    0.00   13.51      7.90
09:25:07 PM    5   51.65    0.00   31.47    0.00    0.00    3.80    0.00   13.09      0.00
09:25:07 PM    6   51.90    0.00   30.90    0.00    0.00    4.00    0.00   13.20      1.30
09:25:07 PM    7   51.10    0.00   31.00    0.00    0.00    4.00    0.00   13.90      0.00
09:25:07 PM    8   52.10    0.00   29.60    0.00    0.00    4.80    0.00   13.50      0.00
09:25:07 PM    9   51.95    0.00   31.23    0.00    0.00    4.00    0.00   12.81      0.00
09:25:07 PM   10   52.10    0.00   31.00    0.00    0.00    3.90    0.00   13.00      0.00
09:25:07 PM   11   50.70    0.00   31.90    0.00    0.00    3.70    0.00   13.70      0.00
09:25:07 PM   12   51.35    0.00   31.53    0.00    0.00    3.80    0.00   13.31      0.00
09:25:07 PM   13   51.80    0.00   31.20    0.00    0.00    4.00    0.00   13.00      7.40
09:25:07 PM   14   51.50    0.00   31.20    0.00    0.00    4.00    0.00   13.30      0.60
09:25:07 PM   15   51.45    0.00   32.07    0.00    0.00    3.90    0.00   12.59      1.00

09:25:07 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:25:17 PM  all   51.54    0.00   30.45    0.00    0.00    3.98    0.00   14.03   1015.42
09:25:17 PM    0   59.16    0.00   20.42    0.00    0.00    6.01    0.00   14.41   1001.10
09:25:17 PM    1   50.85    0.00   31.57    0.00    0.00    3.80    0.00   13.79      0.00
09:25:17 PM    2   50.85    0.00   31.33    0.00    0.00    3.80    0.00   14.01      0.00
09:25:17 PM    3   51.75    0.00   30.53    0.00    0.00    4.10    0.00   13.61      0.00
09:25:17 PM    4   50.65    0.00   31.37    0.00    0.00    3.90    0.00   14.09      4.30
09:25:17 PM    5   50.90    0.00   31.00    0.00    0.00    3.90    0.00   14.20      0.00
09:25:17 PM    6   50.55    0.00   31.03    0.00    0.00    3.90    0.00   14.51      0.60
09:25:17 PM    7   51.85    0.00   31.03    0.00    0.00    3.60    0.00   13.51      0.00
09:25:17 PM    8   51.50    0.00   29.90    0.00    0.00    4.30    0.00   14.30      0.00
09:25:17 PM    9   51.00    0.00   31.80    0.00    0.00    3.20    0.00   14.00      0.00
09:25:17 PM   10   50.65    0.00   31.97    0.00    0.00    3.50    0.00   13.89      0.00
09:25:17 PM   11   50.95    0.00   30.93    0.00    0.00    3.80    0.00   14.31      0.00
09:25:17 PM   12   50.60    0.00   31.80    0.00    0.00    3.90    0.00   13.70      0.00
09:25:17 PM   13   51.05    0.00   31.07    0.00    0.00    4.10    0.00   13.79      7.91
09:25:17 PM   14   50.75    0.00   30.83    0.00    0.00    4.00    0.00   14.41      0.70
09:25:17 PM   15   51.45    0.00   30.83    0.00    0.00    3.90    0.00   13.81      0.80

09:25:17 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:25:27 PM  all   51.42    0.00   30.72    0.00    0.00    3.94    0.00   13.92   1011.79
09:25:27 PM    0   59.24    0.00   20.68    0.00    0.00    6.09    0.00   13.99    999.10
09:25:27 PM    1   50.55    0.00   32.23    0.00    0.00    3.90    0.00   13.31      0.00
09:25:27 PM    2   51.40    0.00   30.90    0.00    0.00    3.70    0.00   14.00      0.00
09:25:27 PM    3   50.35    0.00   32.17    0.00    0.00    3.50    0.00   13.99      0.00
09:25:27 PM    4   50.70    0.00   31.70    0.00    0.00    3.70    0.00   13.90      3.30
09:25:27 PM    5   51.15    0.00   31.03    0.00    0.00    4.00    0.00   13.81      0.00
09:25:27 PM    6   50.85    0.00   31.97    0.00    0.00    3.60    0.00   13.59      0.60
09:25:27 PM    7   51.15    0.00   30.87    0.00    0.00    3.80    0.00   14.19      0.00
09:25:27 PM    8   51.00    0.00   30.90    0.00    0.00    3.80    0.00   14.30      0.00
09:25:27 PM    9   51.60    0.00   30.10    0.00    0.00    3.90    0.00   14.40      0.00
09:25:27 PM   10   50.95    0.00   31.43    0.00    0.00    3.80    0.00   13.81      0.00
09:25:27 PM   11   50.75    0.00   31.27    0.00    0.00    3.90    0.00   14.09      0.00
09:25:27 PM   12   51.25    0.00   31.37    0.00    0.00    3.80    0.00   13.59      0.00
09:25:27 PM   13   51.00    0.00   31.40    0.00    0.00    3.80    0.00   13.80      7.39
09:25:27 PM   14   50.65    0.00   31.47    0.00    0.00    3.80    0.00   14.09      0.50
09:25:27 PM   15   50.15    0.00   32.17    0.00    0.00    3.80    0.00   13.89      0.90

09:25:27 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:25:37 PM  all   51.50    0.00   30.39    0.00    0.00    4.13    0.00   13.98   1017.20
09:25:37 PM    0   60.10    0.00   19.50    0.00    0.00    5.90    0.00   14.50   1000.10
09:25:37 PM    1   50.85    0.00   31.07    0.00    0.00    4.10    0.00   13.99      0.00
09:25:37 PM    2   50.45    0.00   31.07    0.00    0.00    4.30    0.00   14.19      0.00
09:25:37 PM    3   51.50    0.00   30.60    0.00    0.00    4.20    0.00   13.70      0.00
09:25:37 PM    4   51.30    0.00   30.80    0.00    0.00    3.80    0.00   14.10      4.80
09:25:37 PM    5   51.15    0.00   31.27    0.00    0.00    4.00    0.00   13.59      0.00
09:25:37 PM    6   50.50    0.00   31.56    0.00    0.00    3.91    0.00   14.03      0.50
09:25:37 PM    7   50.45    0.00   31.33    0.00    0.00    4.00    0.00   14.21      0.00
09:25:37 PM    8   51.10    0.00   29.80    0.00    0.00    4.60    0.00   14.50      0.00
09:25:37 PM    9   50.75    0.00   31.67    0.00    0.00    3.70    0.00   13.89      0.00
09:25:37 PM   10   50.60    0.00   31.50    0.00    0.00    4.10    0.00   13.80      0.00
09:25:37 PM   11   50.45    0.00   31.83    0.00    0.00    3.80    0.00   13.91      0.00
09:25:37 PM   12   51.00    0.00   31.56    0.00    0.00    4.11    0.00   13.33      0.00
09:25:37 PM   13   51.15    0.00   31.23    0.00    0.00    3.90    0.00   13.71     10.50
09:25:37 PM   14   52.35    0.00   30.03    0.00    0.00    3.80    0.00   13.81      0.50
09:25:37 PM   15   50.55    0.00   31.23    0.00    0.00    3.80    0.00   14.41      0.80

09:25:37 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:25:47 PM  all   51.51    0.00   30.64    0.00    0.00    4.01    0.00   13.84   1015.10
09:25:47 PM    0   59.50    0.00   20.00    0.00    0.00    6.20    0.00   14.30   1000.10
09:25:47 PM    1   50.60    0.00   31.30    0.00    0.00    3.70    0.00   14.40      0.00
09:25:47 PM    2   50.55    0.00   31.63    0.00    0.00    3.50    0.00   14.31      0.00
09:25:47 PM    3   50.70    0.00   31.50    0.00    0.00    3.90    0.00   13.90      0.00
09:25:47 PM    4   50.40    0.00   31.50    0.00    0.00    4.10    0.00   14.00      5.90
09:25:47 PM    5   51.20    0.00   31.16    0.00    0.00    3.81    0.00   13.83      0.00
09:25:47 PM    6   51.45    0.00   31.17    0.00    0.00    3.70    0.00   13.69      0.50
09:25:47 PM    7   51.05    0.00   30.97    0.00    0.00    4.30    0.00   13.69      0.00
09:25:47 PM    8   50.90    0.00   31.10    0.00    0.00    4.30    0.00   13.70      0.00
09:25:47 PM    9   51.25    0.00   31.43    0.00    0.00    3.70    0.00   13.61      0.00
09:25:47 PM   10   51.30    0.00   31.10    0.00    0.00    3.60    0.00   14.00      0.00
09:25:47 PM   11   50.85    0.00   31.27    0.00    0.00    4.20    0.00   13.69      0.00
09:25:47 PM   12   50.60    0.00   31.80    0.00    0.00    3.70    0.00   13.90      0.00
09:25:47 PM   13   50.60    0.00   31.54    0.00    0.00    3.89    0.00   13.97      7.40
09:25:47 PM   14   51.50    0.00   31.30    0.00    0.00    3.80    0.00   13.40      0.50
09:25:47 PM   15   51.75    0.00   31.33    0.00    0.00    3.80    0.00   13.11      0.70

09:25:47 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:25:57 PM  all   51.70    0.00   30.28    0.00    0.00    4.11    0.00   13.91   1016.52
09:25:57 PM    0   59.66    0.00   20.12    0.00    0.00    6.31    0.00   13.91   1001.10
09:25:57 PM    1   51.10    0.00   30.90    0.00    0.00    3.90    0.00   14.10      0.00
09:25:57 PM    2   51.20    0.00   31.20    0.00    0.00    3.40    0.00   14.20      0.00
09:25:57 PM    3   51.45    0.00   30.83    0.00    0.00    3.90    0.00   13.81      0.00
09:25:57 PM    4   51.60    0.00   30.60    0.00    0.00    4.10    0.00   13.70      3.90
09:25:57 PM    5   51.40    0.00   30.54    0.00    0.00    4.19    0.00   13.87      0.00
09:25:57 PM    6   50.90    0.00   31.04    0.10    0.00    4.39    0.00   13.57      0.50
09:25:57 PM    7   50.50    0.00   31.60    0.00    0.00    4.10    0.00   13.80      0.00
09:25:57 PM    8   51.25    0.00   30.23    0.00    0.00    4.40    0.00   14.11      0.00
09:25:57 PM    9   50.90    0.00   31.40    0.00    0.00    3.70    0.00   14.00      0.00
09:25:57 PM   10   50.45    0.00   31.57    0.00    0.00    3.90    0.00   14.09      0.00
09:25:57 PM   11   50.80    0.00   31.50    0.00    0.00    3.60    0.00   14.10      0.00
09:25:57 PM   12   50.65    0.00   31.47    0.00    0.00    3.90    0.00   13.99      0.00
09:25:57 PM   13   51.80    0.00   30.06    0.00    0.00    4.11    0.00   14.03      9.81
09:25:57 PM   14   51.90    0.00   31.00    0.00    0.00    3.70    0.00   13.40      0.50
09:25:57 PM   15   51.60    0.00   30.34    0.00    0.00    4.09    0.00   13.97      0.70

09:25:57 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:26:07 PM  all   51.86    0.00   30.55    0.00    0.00    4.01    0.00   13.58   1024.50
09:26:07 PM    0   60.00    0.00   19.50    0.00    0.00    6.00    0.00   14.50   1000.10
09:26:07 PM    1   50.65    0.00   31.63    0.00    0.00    3.90    0.00   13.81      0.00
09:26:07 PM    2   50.30    0.00   31.40    0.00    0.00    4.10    0.00   14.20      0.00
09:26:07 PM    3   51.20    0.00   31.40    0.00    0.00    4.00    0.00   13.40      0.00
09:26:07 PM    4   52.00    0.00   31.16    0.00    0.00    3.91    0.00   12.93      6.70
09:26:07 PM    5   52.15    0.00   30.83    0.00    0.00    4.00    0.00   13.01      0.00
09:26:07 PM    6   50.45    0.00   32.13    0.00    0.00    3.80    0.00   13.61      0.90
09:26:07 PM    7   51.50    0.00   31.50    0.00    0.00    3.90    0.00   13.10      0.00
09:26:07 PM    8   51.35    0.00   29.63    0.00    0.00    4.60    0.00   14.41      0.00
09:26:07 PM    9   50.65    0.00   31.67    0.00    0.00    3.70    0.00   13.99      0.00
09:26:07 PM   10   52.00    0.00   30.90    0.00    0.00    3.60    0.00   13.50      0.00
09:26:07 PM   11   50.95    0.00   31.33    0.00    0.00    3.90    0.00   13.81      0.00
09:26:07 PM   12   52.05    0.00   31.17    0.00    0.00    3.50    0.00   13.29      0.00
09:26:07 PM   13   51.85    0.00   31.37    0.00    0.00    3.60    0.00   13.19     15.40
09:26:07 PM   14   51.60    0.00   31.40    0.00    0.00    3.90    0.00   13.10      0.60
09:26:07 PM   15   51.15    0.00   31.93    0.00    0.00    3.60    0.00   13.31      0.80

09:26:07 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:26:17 PM  all   51.86    0.00   30.39    0.00    0.00    4.09    0.00   13.66   1013.70
09:26:17 PM    0   60.20    0.00   19.90    0.00    0.00    6.10    0.00   13.80   1000.10
09:26:17 PM    1   51.40    0.00   30.80    0.00    0.00    3.70    0.00   14.10      0.00
09:26:17 PM    2   50.65    0.00   31.97    0.00    0.00    3.90    0.00   13.49      0.00
09:26:17 PM    3   51.20    0.00   31.60    0.00    0.00    3.70    0.00   13.50      0.00
09:26:17 PM    4   51.35    0.00   31.07    0.00    0.00    3.80    0.00   13.79      4.50
09:26:17 PM    5   51.95    0.00   30.23    0.00    0.00    3.80    0.00   14.01      0.00
09:26:17 PM    6   50.35    0.00   32.07    0.00    0.00    3.90    0.00   13.69      0.40
09:26:17 PM    7   51.55    0.00   30.43    0.00    0.00    4.10    0.00   13.91      0.00
09:26:17 PM    8   51.50    0.00   30.04    0.00    0.00    4.89    0.00   13.57      0.00
09:26:17 PM    9   51.60    0.00   30.76    0.00    0.00    4.11    0.00   13.53      0.00
09:26:17 PM   10   51.25    0.00   31.23    0.00    0.00    4.00    0.00   13.51      0.00
09:26:17 PM   11   50.95    0.00   31.37    0.00    0.00    3.90    0.00   13.79      0.00
09:26:17 PM   12   51.15    0.00   31.23    0.00    0.00    3.80    0.00   13.81      0.00
09:26:17 PM   13   51.15    0.00   31.73    0.00    0.00    3.90    0.00   13.21      7.40
09:26:17 PM   14   51.65    0.00   30.77    0.00    0.00    4.20    0.00   13.39      0.60
09:26:17 PM   15   51.65    0.00   30.97    0.00    0.00    3.70    0.00   13.69      0.70

09:26:17 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:26:27 PM  all   51.79    0.00   30.43    0.00    0.00    4.09    0.00   13.68   1018.10
09:26:27 PM    0   59.80    0.00   20.00    0.00    0.00    6.10    0.00   14.10   1000.10
09:26:27 PM    1   50.40    0.00   31.80    0.00    0.00    3.70    0.00   14.10      0.00
09:26:27 PM    2   50.80    0.00   31.20    0.00    0.00    4.10    0.00   13.90      0.00
09:26:27 PM    3   51.10    0.00   31.90    0.00    0.00    3.90    0.00   13.10      0.00
09:26:27 PM    4   51.55    0.00   30.77    0.00    0.00    3.80    0.00   13.89      5.10
09:26:27 PM    5   51.35    0.00   30.67    0.00    0.00    4.10    0.00   13.89      0.00
09:26:27 PM    6   50.30    0.00   31.80    0.00    0.00    4.20    0.00   13.70      0.50
09:26:27 PM    7   50.60    0.00   31.60    0.00    0.00    4.00    0.00   13.80      0.00
09:26:27 PM    8   50.65    0.00   30.83    0.00    0.00    4.40    0.00   14.11      0.00
09:26:27 PM    9   51.35    0.00   31.27    0.00    0.00    3.90    0.00   13.49      0.00
09:26:27 PM   10   51.65    0.00   30.43    0.00    0.00    4.30    0.00   13.61      0.00
09:26:27 PM   11   51.75    0.00   30.93    0.00    0.00    4.00    0.00   13.31      0.00
09:26:27 PM   12   52.05    0.00   30.83    0.00    0.00    3.80    0.00   13.31      0.00
09:26:27 PM   13   51.85    0.00   30.83    0.00    0.00    3.60    0.00   13.71     11.20
09:26:27 PM   14   51.35    0.00   31.43    0.00    0.00    3.70    0.00   13.51      0.50
09:26:27 PM   15   52.40    0.00   30.50    0.00    0.00    3.90    0.00   13.20      0.70

09:26:27 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:26:37 PM  all   51.61    0.00   30.35    0.00    0.00    4.09    0.00   13.95   1016.28
09:26:37 PM    0   59.44    0.00   19.88    0.00    0.00    6.29    0.00   14.39    999.10
09:26:37 PM    1   51.00    0.00   31.20    0.00    0.00    3.80    0.00   14.00      0.00
09:26:37 PM    2   51.75    0.00   30.33    0.00    0.00    4.00    0.00   13.91      0.00
09:26:37 PM    3   50.60    0.00   31.40    0.00    0.00    3.70    0.00   14.30      0.00
09:26:37 PM    4   51.20    0.00   30.96    0.00    0.00    4.11    0.00   13.73      3.70
09:26:37 PM    5   50.90    0.00   31.10    0.00    0.00    3.90    0.00   14.10      0.00
09:26:37 PM    6   51.30    0.00   30.96    0.00    0.00    3.81    0.00   13.93      0.50
09:26:37 PM    7   51.15    0.00   31.17    0.00    0.00    3.70    0.00   13.99      0.00
09:26:37 PM    8   51.05    0.00   30.37    0.00    0.00    4.40    0.00   14.19      0.00
09:26:37 PM    9   51.85    0.00   30.33    0.00    0.00    3.90    0.00   13.91      0.00
09:26:37 PM   10   50.35    0.00   31.57    0.00    0.00    4.40    0.00   13.69      0.00
09:26:37 PM   11   50.70    0.00   31.30    0.00    0.00    4.00    0.00   14.00      0.00
09:26:37 PM   12   51.00    0.00   31.04    0.00    0.00    4.09    0.00   13.87      0.00
09:26:37 PM   13   51.65    0.00   30.97    0.00    0.00    3.90    0.00   13.49     11.69
09:26:37 PM   14   51.25    0.00   31.37    0.00    0.00    3.70    0.00   13.69      0.60
09:26:37 PM   15   50.05    0.00   31.83    0.00    0.00    4.00    0.00   14.11      0.70

09:26:37 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:26:47 PM  all   51.80    0.00   30.46    0.00    0.00    4.02    0.00   13.72   1014.10
09:26:47 PM    0   60.00    0.00   19.70    0.00    0.00    6.20    0.00   14.10   1000.10
09:26:47 PM    1   51.25    0.00   30.87    0.00    0.00    3.90    0.00   13.99      0.00
09:26:47 PM    2   50.40    0.00   31.90    0.00    0.00    4.00    0.00   13.70      0.00
09:26:47 PM    3   51.95    0.00   30.43    0.00    0.00    3.80    0.00   13.81      0.00
09:26:47 PM    4   51.20    0.00   31.40    0.00    0.00    3.60    0.00   13.80      4.40
09:26:47 PM    5   50.40    0.00   32.20    0.00    0.00    3.70    0.00   13.70      0.00
09:26:47 PM    6   51.35    0.00   31.17    0.00    0.00    4.20    0.00   13.29      0.50
09:26:47 PM    7   50.95    0.00   31.53    0.00    0.00    4.00    0.00   13.51      0.00
09:26:47 PM    8   51.25    0.00   30.83    0.00    0.00    4.60    0.00   13.31      0.00
09:26:47 PM    9   52.20    0.00   30.10    0.00    0.00    3.60    0.00   14.10      0.00
09:26:47 PM   10   51.75    0.00   30.93    0.00    0.00    3.60    0.00   13.71      0.00
09:26:47 PM   11   51.85    0.00   30.37    0.00    0.00    3.70    0.00   14.09      0.00
09:26:47 PM   12   51.55    0.00   31.43    0.00    0.00    3.60    0.00   13.41      0.00
09:26:47 PM   13   50.80    0.00   31.50    0.00    0.00    3.90    0.00   13.80      7.80
09:26:47 PM   14   51.15    0.00   31.43    0.00    0.00    4.10    0.00   13.31      0.60
09:26:47 PM   15   51.10    0.00   31.50    0.00    0.00    3.80    0.00   13.60      0.70

09:26:47 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:26:57 PM  all   51.57    0.00   30.34    0.00    0.00    4.01    0.00   14.08   1016.50
09:26:57 PM    0   60.50    0.00   19.40    0.00    0.00    5.80    0.00   14.30   1000.10
09:26:57 PM    1   50.65    0.00   31.33    0.00    0.00    3.80    0.00   14.21      0.00
09:26:57 PM    2   50.70    0.00   31.10    0.00    0.00    4.10    0.00   14.10      0.00
09:26:57 PM    3   50.45    0.00   30.87    0.00    0.00    4.10    0.00   14.59      0.00
09:26:57 PM    4   51.10    0.00   31.04    0.00    0.00    3.89    0.00   13.97      5.10
09:26:57 PM    5   51.10    0.00   31.00    0.00    0.00    3.90    0.00   14.00      0.00
09:26:57 PM    6   51.65    0.00   30.83    0.00    0.00    3.60    0.00   13.91      0.50
09:26:57 PM    7   51.80    0.00   30.50    0.00    0.00    3.70    0.00   14.00      0.00
09:26:57 PM    8   51.25    0.00   30.07    0.00    0.00    4.60    0.00   14.09      0.00
09:26:57 PM    9   51.00    0.00   30.64    0.00    0.00    3.89    0.00   14.47      0.00
09:26:57 PM   10   50.05    0.00   31.37    0.00    0.00    4.00    0.00   14.59      0.00
09:26:57 PM   11   50.85    0.00   31.23    0.00    0.00    3.80    0.00   14.11      0.00
09:26:57 PM   12   51.15    0.00   31.07    0.00    0.00    3.60    0.00   14.19      0.00
09:26:57 PM   13   51.30    0.00   31.10    0.00    0.00    3.90    0.00   13.70      9.60
09:26:57 PM   14   50.60    0.00   32.00    0.00    0.00    3.60    0.00   13.80      0.50
09:26:57 PM   15   50.70    0.00   32.00    0.00    0.00    3.80    0.00   13.50      0.70

09:26:57 PM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
09:27:07 PM  all   52.03    0.00   30.42    0.00    0.00    4.00    0.00   13.54   1017.32
09:27:07 PM    0   60.16    0.00   19.92    0.00    0.00    5.81    0.00   14.11   1001.10
09:27:07 PM    1   51.95    0.00   31.33    0.00    0.00    3.20    0.00   13.51      0.00
09:27:07 PM    2   50.85    0.00   31.27    0.00    0.00    4.20    0.00   13.69      0.00
09:27:07 PM    3   50.60    0.00   31.50    0.00    0.00    4.10    0.00   13.80      0.00
09:27:07 PM    4   51.35    0.00   31.43    0.00    0.00    3.90    0.00   13.31      7.01
09:27:07 PM    5   51.60    0.00   31.10    0.00    0.00    3.80    0.00   13.50      0.00
09:27:07 PM    6   51.15    0.00   31.47    0.00    0.00    4.20    0.00   13.19      0.90
09:27:07 PM    7   52.45    0.00   31.17    0.00    0.00    3.70    0.00   12.69      0.00
09:27:07 PM    8   51.55    0.00   30.43    0.00    0.00    4.10    0.00   13.91      0.00
